file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/./reader-core/src/test/java/com/sismics/util/TestAdblockUtil.java,com.sismics.util.TestAdblockUtil,class,4,4,0,4,1,1,0,3,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,2,0,0,0,0,8,1,0
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/./reader-core/src/main/java/com/sismics/reader/core/listener/async/ArticleUpdatedAsyncListener.java,com.sismics.reader.core.listener.async.ArticleUpdatedAsyncListener,class,5,7,2,5,3,1,0,8,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,3,15,0,0,0,0,0,2,0,4,2,4,1,0,0,0,20,1,2
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/./reader-core/src/test/java/com/sismics/reader/core/dao/file/html/TestFaviconExtractor.java,com.sismics.reader.core.dao.file.html.TestFaviconExtractor,class,3,3,0,3,1,1,0,4,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,3,0,1,0,1,0,1,0,0,19,1,0
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/./reader-core/src/main/java/com/sismics/reader/core/util/jpa/SortCriteria.java,com.sismics.reader.core.util.jpa.SortCriteria,class,0,9,9,0,7,1,0,0,4,0.6,0.3,0.4,5,0,5,0,0,0,5,0,0,0,3,0,0,3,0,0,0,0,0,25,3,0,2,0,0,0,0,4,0,3,1,0,0,0,28,1,0
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/./reader-core/src/main/java/com/sismics/util/jpa/ResultMapper.java,com.sismics.util.jpa.ResultMapper,class,3,13,10,3,45,1,0,19,91,0.0,0.0,0.0,14,0,2,0,12,0,14,1,0,0,0,0,0,0,0,0,0,0,4,67,16,1,8,1,6,5,0,5,0,5,2,0,0,0,60,1025,0
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/./reader-core/src/main/java/com/sismics/util/JsonValidationUtil.java,com.sismics.util.JsonValidationUtil,class,1,2,1,1,27,1,0,8,15,0.0,0.0,0.0,6,6,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,11,47,0,0,0,0,0,11,0,0,0,0,1,0,0,0,40,1,0
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/./reader-core/src/main/java/com/sismics/reader/core/dao/jpa/dto/DateInfo.java,com.sismics.reader.core.dao.jpa.dto.DateInfo,class,0,3,3,0,4,1,0,0,2,0.5,0.33333334,0.33333334,4,0,4,0,0,0,4,0,0,0,2,0,0,2,0,0,0,0,0,16,2,0,0,0,0,0,0,2,0,2,0,0,0,0,8,1,0
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/./reader-core/src/main/java/com/sismics/reader/core/dao/file/opml/OpmlReader.java,com.sismics.reader.core.dao.file.opml.OpmlReader,class,8,11,3,8,28,2,0,31,4,0.66071427,0.33333334,0.6666667,8,0,6,2,0,0,6,0,0,0,7,1,0,7,0,0,1,0,2,96,1,0,9,0,1,18,0,17,3,11,2,0,1,0,86,1,3
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/./reader-core/src/main/java/com/sismics/util/EnvironmentUtil.java,com.sismics.util.EnvironmentUtil,class,0,5,5,0,20,1,0,5,54,0.87962955,0.09090909,0.09090909,12,12,12,0,0,0,12,0,0,0,9,9,0,9,0,0,0,0,8,47,11,0,3,0,0,16,5,9,0,9,0,0,0,0,86,1,0
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/./reader-core/src/main/java/com/sismics/reader/core/dao/jpa/dto/ArticleDto.java,com.sismics.reader.core.dao.jpa.dto.ArticleDto,class,5,9,4,5,16,1,0,0,64,0.78571427,0.23333333,0.56666666,16,0,16,0,0,0,16,0,0,0,7,0,0,7,0,0,0,0,0,65,7,0,0,0,0,0,0,17,0,7,0,0,0,0,21,1,0
